person,Frecuencia
3d664fca,Nunca
3d66aa72,Nunca
3d6873bc,Nunca
3d6c6230,Nunca
3d6c9856,Nunca
3d70d33a,Nunca
3d750965,Frecuente
3d757149,Nunca
3d75867d,Nunca
3d7a52cb,Nunca
3d7a7985,Nunca
3d7baf38,Nunca
3d7bf13e,Nunca
3d807233,Nunca
3d80ad4d,Nunca
3d81bd9b,Esporadico
3d8241af,Nunca
3d89013c,Nunca
3d891b5c,Nunca
3d8d0646,Nunca
3d8da2bb,Nunca
3d93cf18,Nunca
3d954111,Nunca
3d9cd627,Nunca
3d9e5744,Nunca
3d9f7420,Casi nunca
3da05194,Nunca
3da22a2d,Nunca
3da577c1,Nunca
3da5f833,Nunca
3da731e5,Nunca
3daf21c5,Nunca
3db168b2,Nunca
3db17a3f,Nunca
3db1bb87,Nunca
3db202a9,Nunca
3db36a00,Nunca
3db4a693,Nunca
3db5a29d,Nunca
3db7e747,Nunca
3dba4de4,Nunca
3dba617b,Nunca
3dbfcd14,Nunca
3dc0056f,Nunca
3dc1950f,Nunca
3dc3c754,Esporadico
3dc3e4f8,Esporadico
3dc600bb,Nunca
3dca51a7,Nunca
3dcaedee,Nunca
3dcd0480,Nunca
3dd087ec,Nunca
3dd0f8ee,Nunca
3dd198fb,Nunca
3dd3f3aa,Casi nunca
3dd5965c,Nunca
3dd99f7b,Nunca
3ddccad0,Nunca
3ddcd4d3,Nunca
3ddf8042,Nunca
3de2203e,Nunca
3de3f8b8,Nunca
3de44308,Nunca
3de50385,Nunca
3de5b629,Nunca
3de8bb27,Nunca
3dec030a,Nunca
3dec9150,Nunca
3def7820,Nunca
3df2a9c6,Nunca
3df33291,Nunca
3df48a19,Nunca
3df824d4,Nunca
3df942ac,Esporadico
3df9a911,Frecuente
3dfb6743,Nunca
3dfb90f3,Nunca
3dfd67b6,Nunca
3dffbc57,Nunca
3dfffc5c,Nunca
3e019090,Nunca
3e04baec,Nunca
3e06738d,Frecuente
3e0797c6,Nunca
3e0a157f,Nunca
3e0c1d62,Frecuente
3e132c64,Nunca
3e15491a,Nunca
3e162584,Nunca
3e176141,Nunca
3e19457e,Nunca
3e1ac341,Frecuente
3e1bd354,Nunca
3e1c2e3d,Nunca
3e1d970d,Esporadico
3e246261,Nunca
3e2492e0,Nunca
3e25fa51,Nunca
3e28f024,Nunca
3e29012e,Nunca
3e2a25e3,Nunca
3e2ba620,Nunca
3e2c7138,Nunca
3e2e7262,Nunca
3e30ff01,Nunca
3e335f16,Nunca
3e382d78,Nunca
3e3a5a80,Nunca
3e3d8abf,Nunca
3e463646,Nunca
3e47cb4c,Nunca
3e4abdcf,Nunca
3e4b4c1f,Nunca
3e4b59db,Esporadico
3e4be381,Nunca
3e4c1546,Nunca
3e4fd8f1,Nunca
3e53a568,Nunca
3e53e516,Nunca
3e5470f2,Nunca
3e55c694,Nunca
3e560b76,Nunca
3e56a762,Nunca
3e5d12ea,Nunca
3e5d3e82,Nunca
3e5d58a8,Nunca
3e5f9ed7,Nunca
3e604f40,Nunca
3e615e76,Nunca
3e630208,Nunca
3e63740e,Nunca
3e64f696,Nunca
3e67b1f4,Nunca
3e68e775,Nunca
3e6a54bf,Esporadico
3e6c1c98,Nunca
3e6ca282,Nunca
3e6d1ccf,Nunca
3e6ddc23,Nunca
3e7085c4,Nunca
3e74cd4f,Nunca
3e768dea,Nunca
3e7714c7,Nunca
3e79520f,Nunca
3e798f79,Nunca
3e7edddf,Nunca
3e81c017,Nunca
3e823c41,Nunca
3e8407a0,Nunca
3e8519a8,Nunca
3e86efa9,Nunca
3e8a900d,Nunca
3e8ba2eb,Nunca
3e8c4791,Esporadico
3e8f8ea2,Nunca
3e90d9f9,Nunca
3e911cbe,Nunca
3e926dd8,Nunca
3e95d85b,Nunca
3e97be5e,Nunca
3e97d5f3,Nunca
3e99305c,Nunca
3e999bef,Esporadico
3e99c9ea,Nunca
3e9edf84,Nunca
3ea591d6,Nunca
3ea5db3e,Nunca
3eabb7ef,Nunca
3ead4579,Nunca
3eb2487c,Nunca
3eb2f33f,Esporadico
3eb3b95f,Nunca
3eb8bf27,Nunca
3eb8fb6a,Nunca
3eb9c2af,Nunca
3eb9e1b2,Nunca
3eb9ea19,Nunca
3ebb259b,Nunca
3ebd1dbd,Nunca
3ebf14cf,Nunca
3ec0cf83,Nunca
3ec10016,Nunca
3ec1a086,Nunca
3ec609f5,Nunca
3ec6a070,Nunca
3ed24bd9,Esporadico
3ed3e1b0,Nunca
3ed4b83b,Casi nunca
3ed74799,Nunca
3ed8cec9,Nunca
3edade31,Nunca
3ede28e2,Nunca
3ede51cc,Nunca
3ee07c70,Nunca
3ee65faf,Nunca
3ee6a238,Nunca
3ee934b1,Nunca
3eea61bd,Nunca
3eeb41cf,Nunca
3eebf1ae,Nunca
3eec8a89,Nunca
3ef3a5ec,Nunca
3ef6fe67,Nunca
3ef703f3,Nunca
3efd5085,Nunca
3f0387b3,Nunca
3f083567,Nunca
3f0872ec,Esporadico
3f088e84,Nunca
3f094558,Nunca
3f099fe1,Nunca
3f0a326e,Nunca
3f0a7c32,Nunca
3f0af9bb,Nunca
3f0df4bb,Esporadico
3f0e7dc7,Nunca
3f0eeb05,Nunca
3f111e4a,Nunca
3f11df41,Nunca
3f11f531,Esporadico
3f14240f,Frecuente
3f167f25,Nunca
3f16c0aa,Nunca
3f180fa0,Frecuente
3f184e02,Nunca
3f18b566,Nunca
3f18b94c,Nunca
3f199f17,Nunca
3f2878c2,Esporadico
3f29f868,Nunca
3f2c2f51,Nunca
3f327c8b,Nunca
3f36f53e,Frecuente
3f3c4e8a,Nunca
3f40a2fc,Nunca
3f41c11d,Nunca
3f42a73b,Nunca
3f458620,Casi nunca
3f470d0a,Nunca
3f47876f,Nunca
3f4aa590,Nunca
3f4c6c16,Nunca
3f4ca85b,Nunca
3f4ec214,Nunca
3f55e5c9,Nunca
3f565936,Nunca
3f58492e,Nunca
3f58773c,Nunca
3f5905d4,Nunca
3f59cb79,Nunca
3f5b1d4e,Esporadico
3f5d95d8,Nunca
3f5fc7a0,Nunca
3f61602e,Nunca
3f61d489,Nunca
3f623072,Nunca
3f64285a,Nunca
3f672e6f,Nunca
3f682e2c,Nunca
3f69a3a8,Nunca
3f69e68c,Frecuente
3f6a2cb0,Nunca
3f6c9fe0,Nunca
3f6f0ec0,Nunca
3f71ea0a,Nunca
3f750071,Nunca
3f762087,Nunca
3f766335,Nunca
3f77e3c0,Nunca
3f7851f0,Casi nunca
3f7879ec,Nunca
3f7b5a6e,Nunca
3f7d86a3,Nunca
3f7dc002,Esporadico
3f7e5816,Nunca
3f7f1494,Nunca
3f803074,Nunca
3f81c96a,Nunca
3f8209df,Nunca
3f84fdb8,Nunca
3f858128,Nunca
3f8ab465,Nunca
3f8aceed,Nunca
3f8af51f,Nunca
3f8b1444,Nunca
3f8b5763,Nunca
3f9154ee,Nunca
3f918dae,Nunca
3f91f343,Nunca
3f946779,Nunca
3f94eff3,Nunca
3f992e0d,Nunca
3f9b2c4b,Nunca
3f9dc883,Nunca
3f9e26f7,Nunca
3f9e96ac,Nunca
3fa0bcf3,Nunca
3fa26d0e,Nunca
3fa29e66,Nunca
3fa42e65,Nunca
3fa567dd,Nunca
3fa86e66,Nunca
3fafb042,Nunca
3fb4e8de,Nunca
3fb74e0c,Nunca
3fb76051,Nunca
3fb7b19e,Nunca
3fb85c32,Frecuente
3fb864ba,Nunca
3fb91419,Nunca
3fbd0e9c,Nunca
3fc17768,Nunca
3fc34d64,Nunca
3fc4b2ea,Esporadico
3fc80802,Nunca
3fc8b3fe,Nunca
3fcee030,Nunca
3fcfb175,Nunca
3fd1fdc9,Nunca
3fd20115,Nunca
3fd5be72,Nunca
3fd6b65b,Nunca
3fd6ca7f,Nunca
3fd6eded,Nunca
3fd811e1,Esporadico
3fdb3249,Nunca
3fdf5ed5,Nunca
3fe2483d,Nunca
3fe3da8c,Nunca
3fe71bf0,Casi nunca
3fe750ef,Nunca
3fea17dc,Nunca
3fedd8c2,Nunca
3fef5201,Nunca
3ff1f5f3,Nunca
3ff33ab1,Nunca
3ff54805,Nunca
3ff5e530,Nunca
3ff6fb19,Nunca
3ffb18c0,Nunca
3ffb2eab,Nunca
3ffb6cf0,Nunca
3ffb7f4a,Nunca
3fff56b9,Nunca
40010aae,Nunca
40019b5e,Nunca
4003e036,Nunca
40044447,Nunca
40049170,Frecuente
4004ba0d,Nunca
4004f556,Nunca
400582a6,Nunca
4007bf61,Esporadico
4009ea72,Nunca
400ff9c8,Nunca
4010e2f2,Nunca
401474d8,Nunca
4014c8eb,Esporadico
4015df94,Nunca
4017791b,Nunca
4018ee07,Nunca
401b5a47,Nunca
401bc713,Casi nunca
401c18f0,Nunca
401c4f56,Frecuente
401e2bb3,Nunca
401e7833,Nunca
401eebd4,Nunca
40233c6a,Nunca
4028ecb5,Nunca
402bcd20,Nunca
402c6e7c,Nunca
402d9d4c,Nunca
402e5b5f,Nunca
4031394b,Nunca
4033bd0a,Nunca
40358b1e,Nunca
40374e89,Esporadico
4039370a,Esporadico
403d3dcf,Nunca
403e9122,Nunca
4040b363,Nunca
40411eda,Nunca
4041750d,Nunca
404304c0,Nunca
4045b401,Nunca
4046a8e8,Nunca
4048b6b3,Frecuente
40494d2c,Nunca
404a56c8,Nunca
404ab065,Nunca
405603da,Nunca
4058c0cc,Nunca
40596614,Nunca
40599265,Nunca
405ae48e,Nunca
405f85ca,Nunca
40681386,Nunca
4068dd8b,Esporadico
4069c551,Nunca
406a111f,Nunca
406b5d8a,Nunca
406dc9e6,Nunca
406f9a75,Nunca
40717f3e,Nunca
40748b31,Nunca
4077148f,Nunca
4078bfc9,Nunca
407a5e90,Nunca
407b0349,Nunca
407d0bdd,Nunca
407d4210,Nunca
407fba14,Nunca
4080b6bd,Nunca
40820172,Nunca
40845309,Casi nunca
4084a847,Nunca
40857b9b,Nunca
40894fae,Nunca
408c2ecd,Nunca
408d5750,Nunca
408f006a,Nunca
408f62ca,Frecuente
408fe991,Frecuente
40908b10,Nunca
40914a58,Nunca
4092471b,Nunca
4092b3b6,Nunca
40933bc8,Nunca
4093dd52,Nunca
409501e1,Nunca
409a84a8,Nunca
409c70e9,Nunca
409e9924,Nunca
40a34008,Nunca
40a6bc1a,Nunca
40aaff20,Nunca
40ac6fcb,Nunca
40adb1a1,Nunca
40adb20c,Nunca
40ae94b8,Nunca
40b3f046,Esporadico
40b83d14,Nunca
40bedca9,Nunca
40bf94ad,Nunca
40c04243,Esporadico
40c172fd,Esporadico
40c335ec,Esporadico
40c4ee63,Nunca
40c6057d,Nunca
40c7adb8,Frecuente
40c95a67,Frecuente
40cc8cfc,Nunca
40cc951a,Esporadico
40cd7ab5,Nunca
40d144b8,Nunca
40d1533e,Nunca
40d25fe9,Nunca
40d5d3a5,Nunca
40d60b1b,Nunca
40d6445b,Nunca
40dc55c9,Nunca
40dcf703,Nunca
40ddfb92,Casi nunca
40dea795,Nunca
40debaec,Nunca
40e17fb3,Nunca
40e56c1f,Casi nunca
40e7fbd8,Nunca
40e85ec4,Nunca
40e88f12,Nunca
40ea63a4,Nunca
40eb2550,Nunca
40eb43ad,Nunca
40eed036,Nunca
40eee993,Nunca
40f1156b,Nunca
40f1ae15,Nunca
40f59c58,Nunca
40f9b318,Frecuente
40fe616c,Esporadico
40fec7e8,Casi nunca
410134eb,Nunca
41029a23,Nunca
410405c2,Nunca
4105b21e,Casi nunca
410693dc,Esporadico
410903d6,Nunca
4109dc6f,Nunca
4109dcd0,Nunca
410a22c7,Nunca
410a63bf,Nunca
410c28fd,Nunca
410f809a,Nunca
410fa2f2,Nunca
4110425d,Nunca
41131be5,Nunca
4115546b,Esporadico
41157a0d,Nunca
41169133,Nunca
4118004e,Nunca
41184291,Casi nunca
41186bd1,Nunca
4118be94,Nunca
411b23f4,Nunca
411b6d0b,Esporadico
411d12f4,Nunca
411fc43c,Nunca
41296511,Nunca
412b3889,Esporadico
412c10b7,Nunca
412d9472,Nunca
41304afa,Nunca
41325066,Nunca
41328acf,Nunca
4135a920,Nunca
4135fe6e,Nunca
41367aa5,Nunca
41373e11,Frecuente
41385faf,Nunca
413d7357,Nunca
4143f639,Nunca
41453dc2,Nunca
41468a4c,Nunca
4149a282,Nunca
414ca9a0,Nunca
414fdc2d,Nunca
41526f10,Nunca
41534b2a,Nunca
4154ffae,Nunca
415624d4,Nunca
4156e92c,Frecuente
4157a439,Nunca
4157ce5c,Nunca
415b0b13,Nunca
415b4723,Nunca
415c0088,Nunca
415e3672,Nunca
415eca02,Nunca
41668c10,Frecuente
4167a4ed,Nunca
41689605,Nunca
416989dc,Nunca
416a66d2,Nunca
416da3fa,Nunca
41717ae6,Nunca
417371e5,Nunca
4173aaec,Nunca
417436f5,Nunca
4176a02a,Nunca
4176ddce,Nunca
417a5974,Nunca
417d5067,Nunca
417d5c6c,Nunca
417df721,Nunca
417edfff,Esporadico
41800c37,Nunca
418058e0,Nunca
418075a0,Nunca
41809168,Nunca
41815297,Nunca
418158a9,Nunca
4181a5c0,Nunca
41858fdf,Nunca
4185c896,Nunca
4185f0f7,Nunca
4186dc22,Nunca
41884066,Frecuente
418911bf,Nunca
41896758,Nunca
418cceb5,Nunca
418e793b,Frecuente
41907ff8,Nunca
41908855,Nunca
4191af57,Nunca
419850c8,Esporadico
4198bcd3,Nunca
419b434a,Nunca
419bfeb0,Nunca
41a2ee13,Nunca
41a68534,Nunca
41a9a4fa,Nunca
41ab6b40,Nunca
41ad6406,Nunca
41ad81c3,Nunca
41b6087c,Nunca
41ba3fc3,Esporadico
41bdff3d,Esporadico
41be4feb,Nunca
41bfa3b9,Nunca
41c20281,Nunca
41c530ab,Frecuente
41c858ed,Casi nunca
41c9dfb3,Nunca
41cbe4f3,Nunca
41ccd2c6,Nunca
41ccf162,Nunca
41cdb3aa,Casi nunca
41d02c4b,Nunca
41d60a74,Nunca
41d752ee,Nunca
41d9971e,Nunca
41dc90ad,Nunca
41df7b13,Nunca
41e41331,Esporadico
41e61ec8,Nunca
41e79bb8,Nunca
41e86abe,Nunca
41ea55a3,Nunca
41ecab15,Nunca
41ecb888,Nunca
41ef0cbd,Nunca
41f1cfe7,Nunca
41f20e42,Nunca
41f97ffa,Nunca
41fa4e7d,Frecuente
41fc3636,Nunca
41fd4658,Nunca
42014266,Nunca
42045acb,Nunca
42061f82,Nunca
42064cfe,Nunca
4207e706,Nunca
42082ac6,Nunca
420a6b61,Nunca
420bd7c9,Nunca
420d3c55,Nunca
42107bdd,Nunca
4213c136,Nunca
4215f21d,Esporadico
4218f339,Nunca
421cd1bc,Nunca
421d24a1,Nunca
421d2f6b,Nunca
421d3c3d,Esporadico
42225d52,Nunca
4225639e,Nunca
4228c727,Nunca
422944ec,Nunca
422bc4d7,Nunca
422dfa40,Nunca
422e09e6,Nunca
422fdaaa,Nunca
42316be2,Nunca
42322b11,Frecuente
423236e8,Nunca
42399a8d,Nunca
423cdbf8,Esporadico
423da796,Esporadico
423f37e1,Nunca
4240ea68,Frecuente
4241319c,Esporadico
42443d96,Nunca
42462ebe,Nunca
42509cfe,Nunca
425b06d1,Nunca
425c7886,Nunca
425d2c7c,Nunca
425f172a,Nunca
4262c051,Nunca
4263d273,Nunca
4265e6a5,Nunca
42662d1a,Nunca
4266322d,Nunca
42666170,Esporadico
426af23c,Nunca
426c7280,Nunca
426f05af,Frecuente
426fb169,Nunca
4271d753,Nunca
427754ca,Nunca
42794094,Nunca
427bd47a,Nunca
427ec382,Nunca
428071ea,Nunca
4283f064,Frecuente
42841cce,Nunca
42870289,Nunca
4287de84,Nunca
42880045,Nunca
428a0284,Nunca
428abbb3,Nunca
428ad371,Nunca
428cb6d5,Nunca
428f661b,Nunca
4291bac1,Frecuente
4294ce2d,Nunca
42981132,Nunca
4298fa1d,Nunca
429909a6,Nunca
429a3440,Nunca
429c8732,Nunca
429d115e,Nunca
429f2943,Nunca
429fc4e0,Nunca
42a11578,Nunca
42a2cc7b,Nunca
42a4cd7e,Nunca
42a7640b,Nunca
42a873c7,Nunca
42a89063,Nunca
42aa5ee9,Nunca
42af8d27,Nunca
42afd01f,Nunca
42b0e9e9,Nunca
42b321e3,Nunca
42b4ded8,Nunca
42ba5a76,Nunca
42babd4a,Nunca
42bae9c8,Nunca
42bb650c,Nunca
42be9e36,Nunca
42bea855,Nunca
42bf141b,Nunca
42c028ef,Nunca
42c03381,Nunca
42c05b22,Nunca
42c0fcb1,Nunca
42c32ba9,Nunca
42c3dd09,Nunca
42c493db,Nunca
42c4ff67,Nunca
42c6045f,Nunca
42cd1eec,Nunca
42ce119c,Nunca
42ceba1a,Nunca
42d12233,Nunca
42d2dd49,Frecuente
42d384cd,Esporadico
42d6440e,Nunca
42db17ef,Nunca
42dd0fb5,Nunca
42df6dcf,Nunca
42e01269,Nunca
42e0653a,Nunca
42e34a51,Nunca
42e51faf,Nunca
42e5340b,Nunca
42e80e4c,Nunca
42edbb02,Nunca
42ee5aff,Nunca
42efb01d,Nunca
42f66db9,Frecuente
42f84f17,Nunca
42f8c341,Nunca
42f9aa5b,Nunca
42fa1633,Nunca
42fa4c08,Nunca
42fdb019,Casi nunca
42fe9e11,Esporadico
42ff74cd,Nunca
4300aa27,Esporadico
430141cf,Nunca
43014541,Nunca
4302ef9b,Nunca
430447d4,Nunca
43049bf3,Nunca
4305412f,Nunca
430ae34a,Nunca
430cf148,Nunca
430f33b4,Nunca
43159bcd,Casi nunca
431644f7,Nunca
4317e42e,Nunca
4318f11f,Casi nunca
4319e5c0,Nunca
431a7bd7,Nunca
431c3e99,Nunca
431cfc91,Frecuente
431e9d79,Nunca
431f4e58,Nunca
432424c3,Nunca
4326457c,Nunca
43289736,Esporadico
4328d4f1,Nunca
432d5245,Nunca
432d6aaf,Nunca
432da781,Nunca
432ea6da,Nunca
4334f96c,Nunca
433d48c7,Nunca
433df046,Nunca
433eaaff,Frecuente
433f1172,Nunca
43432039,Nunca
4345d3a5,Nunca
4347090e,Nunca
43482603,Nunca
4349d06b,Nunca
434a0a30,Nunca
434b4604,Nunca
434e8fb7,Esporadico
4356db37,Nunca
43581ef5,Esporadico
4358de71,Nunca
435c97f6,Frecuente
43626f03,Nunca
43643f95,Nunca
43650bc8,Nunca
43653fe3,Nunca
43662a7d,Nunca
4366502f,Nunca
436b2d95,Nunca
436cd888,Nunca
436fabab,Nunca
43705e5e,Nunca
437110af,Nunca
4371dc3b,Nunca
4373867c,Nunca
43739307,Nunca
43765d5c,Nunca
43774741,Nunca
43779524,Nunca
437822c7,Frecuente
4378cf86,Nunca
4378ff7f,Nunca
43790d8f,Nunca
437a0f13,Nunca
437af2ff,Nunca
437c66e6,Nunca
437e5f90,Nunca
437ea53f,Frecuente
43818419,Nunca
4384f9f6,Nunca
43872800,Nunca
43881c1a,Esporadico
43894033,Nunca
438b107b,Nunca
438db78a,Nunca
438dbee1,Nunca
438e616e,Nunca
4390881c,Frecuente
4390d27b,Frecuente
439113ce,Nunca
4393bf9a,Nunca
439554f4,Nunca
439594c2,Nunca
43993bb1,Nunca
4399c3ec,Nunca
439a7ae4,Nunca
439be938,Nunca
439d167c,Nunca
43a41870,Nunca
43a59fd4,Nunca
43a614ab,Nunca
43a77498,Nunca
43a9e70f,Casi nunca
43ab1d82,Nunca
43abb351,Nunca
43ad9e03,Nunca
43aea3be,Nunca
43b0747c,Nunca
43b4268c,Nunca
43b5e783,Nunca
43b67577,Nunca
43b6a905,Nunca
43bac2e5,Nunca
43bfec64,Nunca
43c2d5b8,Nunca
43c3319b,Nunca
43c63233,Nunca
43c64296,Nunca
43c7f438,Nunca
43d725b0,Nunca
43d76288,Esporadico
43d9d485,Nunca
43e407dc,Nunca
43e64cea,Nunca
43e98691,Nunca
43ecb618,Nunca
43ecc10c,Nunca
43eded8b,Nunca
43ee7e3c,Nunca
43eea45b,Nunca
43f1a1b9,Nunca
43f4182e,Nunca
43f69e06,Esporadico
43f78f64,Nunca
43fc1b44,Nunca
4401075f,Nunca
4402e465,Nunca
4402ec28,Nunca
44032147,Esporadico
4404ae1f,Nunca
4406746d,Nunca
4409f047,Nunca
440bde98,Nunca
440e64b5,Nunca
440e8c20,Nunca
44122aec,Nunca
44124598,Esporadico
4417bec6,Nunca
4418ba71,Nunca
441b42db,Nunca
4423462b,Nunca
4423a28c,Nunca
44265f80,Nunca
44269b3d,Nunca
4428a8a2,Nunca
4428c5fe,Frecuente
442a2911,Frecuente
442d6dfd,Nunca
442e8df0,Nunca
4432faf5,Nunca
443345bf,Nunca
4434c510,Nunca
443789aa,Nunca
44380185,Nunca
443b0162,Nunca
443d063e,Nunca
443f08c8,Nunca
44441f56,Nunca
44467e32,Nunca
4447b98c,Nunca
444a96dc,Frecuente
444be6a9,Nunca
444c9a73,Nunca
444edc48,Nunca
4452e6ff,Nunca
4454081f,Nunca
4456da5e,Nunca
445818c5,Nunca
4459d1da,Nunca
445b333c,Esporadico
445c5b9f,Nunca
4461dfd1,Nunca
4465a9b4,Nunca
4467298f,Nunca
446833ad,Nunca
44699b60,Esporadico
446a3c8e,Nunca
446d86da,Nunca
446db7d5,Nunca
446e2937,Nunca
4473207f,Nunca
4473cb91,Nunca
44748bc9,Nunca
447618ec,Nunca
4478f1a2,Nunca
447b11d0,Nunca
447dbbe9,Nunca
448019f3,Nunca
44806f6e,Nunca
44888a63,Nunca
448a0ca8,Nunca
448acd47,Nunca
448bb3e8,Nunca
448ec8f9,Nunca
448f43d8,Nunca
44913772,Frecuente
44941952,Nunca
44951c61,Esporadico
4495e172,Nunca
449981af,Esporadico
4499b4f6,Nunca
449e29fd,Nunca
44a0af1c,Frecuente
44a22223,Nunca
44a38963,Nunca
44a3e147,Nunca
44a67186,Nunca
44a7120f,Nunca
44aaba27,Nunca
44adabc0,Nunca
44af3a96,Nunca
44b09889,Nunca
44b18673,Nunca
44b6f8db,Nunca
44b89a94,Nunca
44b95dc1,Nunca
44ba87ec,Nunca
44bc1381,Nunca
44be38a7,Nunca
44c0527b,Nunca
44c0bae7,Nunca
44c157e5,Nunca
44c3ff05,Frecuente
44c42d56,Nunca
44c5eb73,Nunca
44c79b07,Nunca
44c7e26e,Nunca
44c87ba0,Nunca
44c8d94f,Nunca
44c98334,Esporadico
44cabad6,Nunca
44cb3735,Nunca
44cb8190,Nunca
44cb9d29,Nunca
44cbae51,Nunca
44d338ab,Nunca
44d44a38,Nunca
44d55110,Frecuente
44d60643,Nunca
44d66c3f,Nunca
44d76ed6,Esporadico
44d92eb0,Nunca
44da4c49,Nunca
44e14bfd,Nunca
44e17651,Frecuente
44e233c3,Nunca
44e2951c,Nunca
44e43764,Nunca
44e89b77,Nunca
44e90fd0,Nunca
44f3f686,Nunca
44f97041,Nunca
44fb8418,Nunca
44fbce9d,Nunca
44fca08c,Nunca
44fce9c5,Nunca
44fd080d,Nunca
44fd2f29,Nunca
44ff2b9c,Nunca
450084d0,Nunca
45020723,Nunca
4504577a,Nunca
45047f1f,Nunca
4504bef1,Esporadico
4507bfd0,Nunca
450a5a03,Nunca
450c38ba,Nunca
450e5656,Nunca
45118d7d,Frecuente
4511e36e,Nunca
45153890,Nunca
4516b2a5,Nunca
4516cce8,Nunca
4517069b,Nunca
451974bb,Nunca
451b4699,Nunca
451dd7b3,Nunca
451ddc83,Nunca
451e38ba,Nunca
451eb580,Nunca
451f8da9,Nunca
45228a20,Nunca
45236a28,Nunca
4523caea,Frecuente
4523de25,Nunca
4524bddd,Nunca
4524bdf2,Nunca
4529904e,Esporadico
452a20d4,Nunca
452bf39a,Nunca
452e22a2,Nunca
452fcfa8,Nunca
45302f43,Nunca
4530900f,Nunca
45346fbf,Nunca
45368b09,Nunca
4536f698,Nunca
453b63ca,Nunca
453ba86b,Nunca
453c35e0,Casi nunca
453d664c,Nunca
453d9874,Nunca
4540d4fc,Nunca
4540ea89,Nunca
45422088,Nunca
4543fb72,Nunca
45449a02,Nunca
45468120,Nunca
45479322,Nunca
454959fb,Nunca
454b5dcc,Nunca
454c6091,Nunca
4552e2de,Nunca
4555d51d,Nunca
4557b2ae,Casi nunca
45599974,Esporadico
455b0900,Nunca
455b577c,Nunca
455bd7aa,Nunca
455bfbc9,Nunca
455ee0a6,Nunca
455f3753,Nunca
45600777,Nunca
45619245,Nunca
4564d864,Nunca
456538bc,Nunca
4565f070,Nunca
456726f4,Nunca
4568e90b,Nunca
45693689,Nunca
456a2be7,Nunca
456bc723,Nunca
456c1189,Nunca
45717ace,Nunca
4571866a,Esporadico
457244ad,Nunca
45758c2f,Nunca
457735c8,Nunca
457a4533,Nunca
457aaaca,Nunca
457bb543,Nunca
45828a9f,Nunca
4583ab96,Nunca
4583bcda,Nunca
458831be,Nunca
45907d7a,Nunca
4591b188,Nunca
4592bb91,Nunca
4598a8b3,Frecuente
459a47fb,Nunca
45a09059,Nunca
45a1dabc,Nunca
45a66d74,Nunca
45a8d949,Nunca
45acacec,Nunca
45ada3ab,Nunca
45add6b3,Nunca
45af4ff7,Nunca
45afe3f3,Nunca
45b17094,Nunca
45b20256,Nunca
45b3d8ef,Nunca
45b69890,Nunca
45b70d91,Nunca
45b7b866,Nunca
45baf068,Nunca
45bb8bf6,Frecuente
45bc0aab,Nunca
45bf853a,Nunca
45c1565f,Nunca
45c36f3f,Nunca
45c4b9de,Nunca
45c6dfdc,Esporadico
45c98d85,Frecuente
45ca6303,Nunca
45cc1dfd,Esporadico
45cf4370,Nunca
45d1f5b5,Casi nunca
45d20055,Nunca
45d417bb,Nunca
45d5a515,Nunca
45d6123e,Nunca
45da0cdd,Nunca
45daa69b,Nunca
45dc51da,Nunca
45ddb452,Nunca
45de809e,Nunca
45e7fef5,Esporadico
45e91ceb,Nunca
45eb80fe,Casi nunca
45ecb673,Nunca
45ed1daf,Nunca
45f1e5ba,Nunca
45f48822,Nunca
45f69921,Nunca
45f982b8,Nunca
45f9ae19,Nunca
45fa08be,Nunca
45fa46a3,Esporadico
45faa529,Nunca
45fd7f7e,Nunca
4601ca61,Nunca
4601d782,Esporadico
46024cf0,Nunca
46052a08,Nunca
46056359,Esporadico
4605a65e,Nunca
4609b974,Nunca
4610cd36,Nunca
4611bf9d,Nunca
46161bc8,Nunca
46167aa1,Nunca
4619ce73,Nunca
461e59a5,Nunca
461e5cde,Nunca
462280af,Nunca
4623e03b,Nunca
46254b49,Nunca
4628dbd7,Nunca
462a5978,Nunca
462b91cb,Nunca
46301a92,Nunca
46319c45,Nunca
4631c444,Nunca
4631ee8e,Nunca
46329fe0,Nunca
463412c7,Nunca
4636ee0e,Frecuente
4637535f,Nunca
46389247,Nunca
4638f20c,Esporadico
463b7e90,Nunca
4640420b,Esporadico
4642314d,Esporadico
464407b8,Nunca
46464257,Nunca
46498e4d,Nunca
464bd4c9,Nunca
465133f8,Nunca
4651a639,Nunca
46549fe5,Nunca
4659ec4e,Frecuente
465a22e1,Nunca
465cfd45,Esporadico
465d3c2e,Frecuente
465e2e50,Nunca
4660da67,Nunca
46615e00,Nunca
46668c0f,Nunca
4667849f,Nunca
4667bbcd,Nunca
46682a85,Nunca
4668361d,Nunca
466971f2,Nunca
466be0c6,Nunca
466c0e0c,Nunca
4670610c,Nunca
46713766,Nunca
4672fc74,Nunca
4675fff2,Nunca
4679e993,Nunca
4679f41b,Nunca
467ad12b,Nunca
467f347b,Nunca
4682f93c,Nunca
4683b19f,Esporadico
4684db58,Nunca
46885745,Nunca
468e0e36,Frecuente
468f94f4,Nunca
469142a7,Nunca
46929c37,Nunca
46933bfa,Nunca
46954519,Nunca
4699cc99,Nunca
469b03d4,Nunca
469e2874,Nunca
469e8707,Esporadico
46a0b3f7,Nunca
46a1efca,Esporadico
46a4d1ab,Nunca
46a5050a,Nunca
46a7566d,Nunca
46a96d09,Nunca
